variant,glom_a,glom_b,n_a,n_b,n_overlap,n_union,N,D_set,D_mag_sum,D_mag_mean,importance_sum,importance_mean,D_mag_sum_a,D_mag_sum_b,synergy
pn,DM2,VA1v,10,35,1,44,500,0.03400000000000003,0.33840012550354004,0.34306201338768005,0.18620006275177003,0.18853100669384004,0.12271720170974731,0.27226507663726807,-0.023170544515259905
pn,DM2,VA2,10,11,1,20,500,0.02200000000000002,0.14432084560394287,0.1464744359254837,0.08316042280197145,0.08423721796274186,0.12271720170974731,0.037478864192962646,-0.011275918961747067
pn,DM2,VA3,10,22,5,27,500,0.02200000000000002,0.22415977716445923,0.22469620406627655,0.12307988858222962,0.12334810203313828,0.12271720170974731,0.15391600131988525,-0.03358528488484325
pn,DM2,VA4,10,5,0,15,500,0.038000000000000034,0.22673678398132324,0.2257692962884903,0.13236839199066164,0.13188464814424516,0.12271720170974731,0.13133090734481812,-0.011194763625884008
pn,DM2,VA5,10,12,1,21,500,0.030000000000000027,0.2620331048965454,0.26026782393455505,0.14601655244827272,0.14513391196727754,0.12271720170974731,0.18265801668167114,-0.02092683281784602
pn,DM2,VA6,10,21,1,30,500,0.05400000000000005,0.3685847520828247,0.3699895441532135,0.21129237604141238,0.21199477207660677,0.12271720170974731,0.30973321199417114,-0.025856068568597124
pn,DM2,VA7l,10,2,0,12,500,0.052000000000000046,0.3057219386100769,0.3052945137023926,0.17886096930503848,0.1786472568511963,0.12271720170974731,0.2288380265235901,-0.017750927363504587
pn,DM2,VA7m,10,17,3,24,500,0.02200000000000002,0.23833900690078735,0.23868952691555023,0.1301695034503937,0.13034476345777513,0.12271720170974731,0.1587257981300354,-0.023625607153331174
pn,DM2,VC1,10,17,0,27,500,0.05400000000000005,0.4244336485862732,0.41840416193008423,0.23921682429313662,0.23620208096504214,0.12271720170974731,0.37047135829925537,-0.0232917030186357
pn,DM2,VC2,10,7,0,17,500,0.05800000000000005,0.3525674343109131,0.3473113477230072,0.20528371715545657,0.20265567386150363,0.12271720170974731,0.2858002185821533,-0.020877382908551567
pn,DM2,VC3,10,24,1,33,500,0.040000000000000036,0.3558407425880432,0.3528667092323303,0.19792037129402162,0.19643335461616518,0.12271720170974731,0.29464036226272583,-0.025359380616801985
pn,DM2,VC4,10,12,3,19,500,0.02200000000000002,0.17813003063201904,0.17981308698654175,0.10006501531600953,0.10090654349327088,0.12271720170974731,0.10284054279327393,-0.0348074102371001
pn,DM2,VC5,10,30,1,39,500,0.07599999999999996,0.522480309009552,0.517298698425293,0.299240154504776,0.29664934921264646,0.12271720170974731,0.48843318223953247,-0.028730921593105307
pn,DM2,VL1,10,23,0,33,500,0.038000000000000034,0.21780508756637573,0.22475585341453552,0.12790254378318788,0.13137792670726778,0.12271720170974731,0.1177147626876831,-0.008181250554095243
pn,DM2,VL2a,10,14,1,23,500,0.05400000000000005,0.32624000310897827,0.3257460296154022,0.19012000155448916,0.18987301480770113,0.12271720170974731,0.2601777911186218,-0.02472669924629045
pn,DM2,VL2p,10,33,1,42,500,0.07999999999999996,0.4290446639060974,0.4277437925338745,0.2545223319530487,0.25387189626693724,0.12271720170974731,0.3817470669746399,-0.028572672958258494
pn,DM2,VM1,10,12,1,21,500,0.026000000000000023,0.24069815874099731,0.2417854368686676,0.13334907937049867,0.1338927184343338,0.12271720170974731,0.15553343296051025,-0.018465848264035856
pn,DM2,VM2,10,11,3,18,500,0.02200000000000002,0.1859966516494751,0.18609878420829773,0.10399832582473756,0.10404939210414887,0.12271720170974731,0.11098241806030273,-0.03408351633723328
pn,DM2,VM3,10,13,1,22,500,0.03400000000000003,0.2796419858932495,0.2784949243068695,0.15682099294662477,0.15624746215343477,0.12271720170974731,0.20366835594177246,-0.02174996104027116
pn,DM2,VM4,10,19,0,29,500,0.04200000000000004,0.2942678928375244,0.2928110957145691,0.16813394641876223,0.16740554785728456,0.12271720170974731,0.21491551399230957,-0.016990992383384196
pn,DM2,VM5d,10,21,0,31,500,0.06599999999999995,0.4603714346885681,0.4519810080528259,0.26318571734428403,0.25899050402641294,0.12271720170974731,0.4126165509223938,-0.024327169435249374
pn,DM2,VM5v,10,14,1,23,500,0.03400000000000003,0.3364548087120056,0.3334890604019165,0.18522740435600282,0.18374453020095827,0.12271720170974731,0.27131348848342896,-0.024281049388374498
pn,DM2,VM6,10,18,0,28,500,0.07799999999999996,0.41847676038742065,0.4144746959209442,0.2482383801937103,0.24623734796047209,0.12271720170974731,0.3640657067298889,-0.023629023283842088
pn,DM2,VM6l,10,19,1,28,500,0.07799999999999996,0.4181492328643799,0.4139540195465088,0.24807461643218992,0.24597700977325437,0.12271720170974731,0.3691297769546509,-0.028399172504400383
pn,DM2,VM6m,10,12,1,21,500,0.07799999999999996,0.41803377866744995,0.4138372540473938,0.24801688933372495,0.24591862702369688,0.12271720170974731,0.3689984083175659,-0.028399379255780843
pn,DM2,VM6v,10,18,1,27,500,0.06799999999999995,0.441611647605896,0.4382151961326599,0.254805823802948,0.25310759806632993,0.12271720170974731,0.39571332931518555,-0.028258050966229575
pn,DM2,VM7d,10,17,0,27,500,0.020000000000000018,0.19997674226760864,0.20127572119235992,0.10998837113380433,0.11063786059617997,0.12271720170974731,0.09683513641357422,-0.007692258887857406
pn,DM2,VM7v,10,13,0,23,500,0.026000000000000023,0.20102888345718384,0.20110592246055603,0.11351444172859193,0.11355296123027803,0.12271720170974731,0.09899049997329712,-0.008530981073288757
pn,DM3,DM4,1,12,1,12,500,0.010000000000000009,0.0769466757774353,0.077397920191288,0.043473337888717656,0.043698960095644,0.021302461624145508,0.0769466757774353,-0.019663308016291126
pn,DM3,DM5,1,10,0,11,500,0.02200000000000002,0.1155351996421814,0.1190715804696083,0.06876759982109071,0.07053579023480416,0.021302461624145508,0.09760153293609619,-0.0012896420082313398
pn,DM3,DM6,1,15,1,15,500,0.010000000000000009,0.12128299474716187,0.12085405737161636,0.06564149737358094,0.06542702868580819,0.021302461624145508,0.12128299474716187,-0.01871883528288265
pn,DM3,DP1l,1,25,0,26,500,0.11399999999999999,0.49185025691986084,0.49091142416000366,0.3029251284599304,0.3024557120800018,0.021302461624145508,0.48404592275619507,-0.00318675776664179
pn,DM3,DP1m,1,18,0,19,500,0.008000000000000007,0.0629129409790039,0.06361280381679535,0.03545647048950196,0.03580640190839768,0.021302461624145508,0.04328829050064087,-0.0007556639986177061
pn,DM3,V,1,15,0,16,500,0.030000000000000027,0.38555824756622314,0.3856811821460724,0.20777912378311159,0.2078405910730362,0.021302461624145508,0.3773621916770935,-0.005067662128411143
pn,DM3,VA1d,1,27,0,28,500,0.02400000000000002,0.22631597518920898,0.22823812067508698,0.1251579875946045,0.1261190603375435,0.021302461624145508,0.21308988332748413,-0.00353703070034328
pn,DM3,VA1v,1,35,0,36,500,0.028000000000000025,0.28381532430648804,0.28746575117111206,0.15590766215324403,0.15773287558555604,0.021302461624145508,0.27226507663726807,-0.0039522976082650985
pn,DM3,VA2,1,11,0,12,500,0.008000000000000007,0.05730324983596802,0.05800596624612808,0.03265162491798401,0.033002983123064045,0.021302461624145508,0.037478864192962646,-0.0006796839149529887
pn,DM3,VA3,1,22,0,23,500,0.010000000000000009,0.1695491075515747,0.16882337629795074,0.08977455377578736,0.08941168814897538,0.021302461624145508,0.15391600131988525,-0.0023905656809972697
pn,DM3,VA4,1,5,0,6,500,0.016000000000000014,0.14839452505111694,0.14556951820850372,0.08219726252555848,0.08078475910425187,0.021302461624145508,0.13133090734481812,-0.0014411723040694824
pn,DM3,VA5,1,12,0,13,500,0.006000000000000005,0.19750046730041504,0.19415847957134247,0.10175023365020752,0.10007923978567124,0.021302461624145508,0.18265801668167114,-0.002568945614697782
pn,DM3,VA6,1,21,1,21,500,0.040000000000000036,0.30973321199417114,0.3098856508731842,0.1748666059970856,0.17494282543659212,0.021302461624145508,0.30973321199417114,-0.014704381761916352
pn,DM3,VA7l,1,2,0,3,500,0.04200000000000004,0.24308151006698608,0.241045743227005,0.14254075503349306,0.14152287161350252,0.021302461624145508,0.2288380265235901,-0.002184164802585542
pn,DM3,VA7m,1,17,0,18,500,0.01200000000000001,0.1739608645439148,0.1729465276002884,0.0929804322719574,0.0924732638001442,0.021302461624145508,0.1587257981300354,-0.0026861449868391674
pn,DM3,VC1,1,17,0,18,500,0.04200000000000004,0.38026440143585205,0.37246841192245483,0.21113220071792604,0.20723420596122744,0.021302461624145508,0.37047135829925537,-0.00361746659453388
pn,DM3,VC2,1,7,0,8,500,0.04400000000000004,0.2984686493873596,0.2913177013397217,0.17123432469367983,0.16765885066986086,0.021302461624145508,0.2858002185821533,-0.00254578263042049
pn,DM3,VC3,1,24,0,25,500,0.016000000000000014,0.30606991052627563,0.30162864923477173,0.16103495526313782,0.15881432461738587,0.021302461624145508,0.29464036226272583,-0.003596348350569656
pn,DM3,VC4,1,12,0,13,500,0.006000000000000005,0.12056368589401245,0.12024732679128647,0.06328184294700623,0.06312366339564324,0.021302461624145508,0.10284054279327393,-0.0013885618071469708
pn,DM3,VC5,1,30,0,31,500,0.06999999999999995,0.4955872893333435,0.4891902506351471,0.28279364466667173,0.2795951253175735,0.021302461624145508,0.48843318223953247,-0.003743525409717563
pn,DM3,VL1,1,23,0,24,500,0.03600000000000003,0.1332661509513855,0.13901251554489136,0.08463307547569277,0.0875062577724457,0.021302461624145508,0.1177147626876831,-0.0032434591456933504
pn,DM3,VL2a,1,14,0,15,500,0.038000000000000034,0.2732962965965271,0.27148258686065674,0.15564814829826357,0.15474129343032839,0.021302461624145508,0.2601777911186218,-0.002641528735480847
pn,DM3,VL2p,1,33,0,34,500,0.07199999999999995,0.3919132947921753,0.3894464373588562,0.23195664739608762,0.23072321867942808,0.021302461624145508,0.3817470669746399,-0.003004081562252736
pn,DM3,VM1,1,12,0,13,500,0.016000000000000014,0.1708914041519165,0.1705750823020935,0.09344570207595826,0.09328754115104676,0.021302461624145508,0.15553343296051025,-0.00263124544582638
pn,DM3,VM2,1,11,0,12,500,0.008000000000000007,0.12848836183547974,0.12609489262104034,0.06824418091773987,0.06704744631052018,0.021302461624145508,0.11098241806030273,-0.0014323191472840335
pn,DM3,VM3,1,13,0,14,500,0.01200000000000001,0.2179078459739685,0.21527612209320068,0.11495392298698426,0.11363806104660035,0.021302461624145508,0.20366835594177246,-0.0027243342554470473
pn,DM3,VM4,1,19,0,20,500,0.026000000000000023,0.22928386926651,0.22607922554016113,0.12764193463325502,0.12603961277008058,0.021302461624145508,0.21491551399230957,-0.002355876860690387
pn,DM3,VM5d,1,21,0,22,500,0.05400000000000005,0.4216383099555969,0.41144129633903503,0.23781915497779849,0.23272064816951754,0.021302461624145508,0.4126165509223938,-0.003490954349430808
pn,DM3,VM5v,1,14,0,15,500,0.01200000000000001,0.2834060788154602,0.27890175580978394,0.1477030394077301,0.14545087790489197,0.021302461624145508,0.27131348848342896,-0.0034302261155829683
pn,DM3,VM6,1,18,0,19,500,0.06599999999999995,0.3747099041938782,0.36909350752830505,0.22035495209693906,0.2175467537641525,0.021302461624145508,0.3640657067298889,-0.0029027684138753784
pn,DM3,VM6l,1,19,0,20,500,0.062000000000000055,0.37959498167037964,0.37402448058128357,0.22079749083518985,0.2180122402906418,0.021302461624145508,0.3691297769546509,-0.002973884000510907
pn,DM3,VM6m,1,12,0,13,500,0.062000000000000055,0.3794693350791931,0.3738973140716553,0.22073466753959659,0.21794865703582766,0.021302461624145508,0.3689984083175659,-0.002970960429962588
pn,DM3,VM6v,1,18,0,19,500,0.050000000000000044,0.40505850315093994,0.4003608524799347,0.22752925157547,0.22518042623996737,0.021302461624145508,0.39571332931518555,-0.0035276197764915196
pn,DM3,VM7d,1,17,0,18,500,0.0040000000000000036,0.11442625522613525,0.11403083801269531,0.05921312761306763,0.05901541900634766,0.021302461624145508,0.09683513641357422,-0.0016485160342654126
pn,DM3,VM7v,1,13,0,14,500,0.010000000000000009,0.11689776182174683,0.11515852063894272,0.06344888091087342,0.06257926031947136,0.021302461624145508,0.09899049997329712,-0.001286458448859662
pn,DM4,DM5,12,10,3,19,500,0.02400000000000002,0.15102410316467285,0.1545092910528183,0.08751205158233644,0.08925464552640916,0.0769466757774353,0.09760153293609619,-0.016013992038644176
pn,DM4,DM6,12,15,2,25,500,0.018000000000000016,0.15854936838150024,0.15825708210468292,0.08827468419075013,0.08812854105234147,0.0769466757774353,0.12128299474716187,-0.03034797886897067
pn,DM4,DP1l,12,25,3,34,500,0.10999999999999999,0.5089640617370605,0.5080493092536926,0.30948203086853027,0.3090246546268463,0.0769466757774353,0.48404592275619507,-0.01478281211685939
pn,DM4,DP1m,12,18,3,27,500,0.014000000000000012,0.11083221435546875,0.11146992444992065,0.06241610717773438,0.06273496222496033,0.0769466757774353,0.04328829050064087,-0.006071861868495176
pn,DM4,V,12,15,2,25,500,0.03600000000000003,0.407223105430603,0.40731677412986755,0.22161155271530153,0.2216583870649338,0.0769466757774353,0.3773621916770935,-0.018048995810286073
pn,DM4,VA1d,12,27,0,39,500,0.028000000000000025,0.2624625563621521,0.2645106315612793,0.14523127818107606,0.14625531578063966,0.0769466757774353,0.21308988332748413,-0.011177444578915896
pn,DM4,VA1v,12,35,0,47,500,0.03400000000000003,0.3154206871986389,0.31911394000053406,0.17471034359931947,0.17655697000026704,0.0769466757774353,0.27226507663726807,-0.012841172638538012
pn,DM4,VA2,12,11,3,20,500,0.014000000000000012,0.1057349443435669,0.10637510567903519,0.059867472171783453,0.0601875528395176,0.0769466757774353,0.037478864192962646,-0.0058067216152686285
pn,DM4,VA3,12,22,1,33,500,0.018000000000000016,0.2089868187904358,0.20849740505218506,0.1134934093952179,0.11324870252609254,0.0769466757774353,0.15391600131988525,-0.010032533656364251
pn,DM4,VA4,12,5,0,17,500,0.016000000000000014,0.19228416681289673,0.18984146416187286,0.10414208340644837,0.10292073208093644,0.0769466757774353,0.13133090734481812,-0.005887939562338573
pn,DM4,VA5,12,12,0,24,500,0.016000000000000014,0.23649048805236816,0.23352982103824615,0.1262452440261841,0.12476491051912308,0.0769466757774353,0.18265801668167114,-0.009059277218984363
pn,DM4,VA6,12,21,3,30,500,0.04200000000000004,0.3400854468345642,0.34042784571647644,0.19104272341728212,0.19121392285823824,0.0769466757774353,0.30973321199417114,-0.022761499896223114
pn,DM4,VA7l,12,2,0,14,500,0.03400000000000003,0.27904289960861206,0.2773277461528778,0.15652144980430605,0.15566387307643892,0.0769466757774353,0.2288380265235901,-0.009133477259954503
pn,DM4,VA7m,12,17,1,28,500,0.016000000000000014,0.21278423070907593,0.2120128720998764,0.11439211535453797,0.11400643604993821,0.0769466757774353,0.1587257981300354,-0.010674820672168295
pn,DM4,VC1,12,17,1,28,500,0.038000000000000034,0.4051944613456726,0.39785632491111755,0.22159723067283632,0.2179281624555588,0.0769466757774353,0.37047135829925537,-0.013717033239139198
pn,DM4,VC2,12,7,0,19,500,0.04200000000000004,0.3300747871398926,0.3234325349330902,0.1860373935699463,0.18271626746654512,0.0769466757774353,0.2858002185821533,-0.010680730463334953
pn,DM4,VC3,12,24,0,36,500,0.020000000000000018,0.33613699674606323,0.33207225799560547,0.17806849837303163,0.17603612899780274,0.0769466757774353,0.29464036226272583,-0.012778444868121852
pn,DM4,VC4,12,12,0,24,500,0.016000000000000014,0.16681629419326782,0.16674797236919403,0.09140814709663392,0.09137398618459702,0.0769466757774353,0.10284054279327393,-0.005057686474351897
pn,DM4,VC5,12,30,0,42,500,0.06799999999999995,0.5134418606758118,0.5074068307876587,0.29072093033790586,0.2877034153938293,0.0769466757774353,0.48843318223953247,-0.01435468762842973
pn,DM4,VL1,12,23,0,35,500,0.040000000000000036,0.1766190528869629,0.1823028326034546,0.10830952644348146,0.11115141630172731,0.0769466757774353,0.1177147626876831,-0.008984625899408627
pn,DM4,VL2a,12,14,1,25,500,0.03600000000000003,0.2984703779220581,0.2970135807991028,0.16723518896102907,0.1665067903995514,0.0769466757774353,0.2601777911186218,-0.018634272836305144
pn,DM4,VL2p,12,33,0,45,500,0.06999999999999995,0.41693902015686035,0.41476672887802124,0.24346951007843015,0.2423833644390106,0.0769466757774353,0.3817470669746399,-0.012380554803730348
pn,DM4,VM1,12,12,1,23,500,0.02200000000000002,0.2091565728187561,0.20883497595787048,0.11557828640937806,0.11541748797893525,0.0769466757774353,0.15553343296051025,-0.011355755280625601
pn,DM4,VM2,12,11,0,23,500,0.008000000000000007,0.1740155816078186,0.17198209464550018,0.0910077908039093,0.0899910473227501,0.0769466757774353,0.11098241806030273,-0.005373784090437539
pn,DM4,VM3,12,13,2,23,500,0.02400000000000002,0.2552628517150879,0.2529682517051697,0.13963142585754396,0.13848412585258485,0.0769466757774353,0.20366835594177246,-0.009680577053345019
pn,DM4,VM4,12,19,0,31,500,0.02200000000000002,0.2660314440727234,0.2631944417953491,0.1440157220363617,0.14259722089767457,0.0769466757774353,0.21491551399230957,-0.00929371132231438
pn,DM4,VM5d,12,21,0,33,500,0.052000000000000046,0.44418013095855713,0.4345167279243469,0.2480900654792786,0.24325836396217349,0.0769466757774353,0.4126165509223938,-0.013633623777042914
pn,DM4,VM5v,12,14,0,26,500,0.016000000000000014,0.31528544425964355,0.31115612387657166,0.16564272212982178,0.16357806193828583,0.0769466757774353,0.27131348848342896,-0.012098048968841368
pn,DM4,VM6,12,18,0,30,500,0.062000000000000055,0.40085893869400024,0.39565765857696533,0.23142946934700015,0.2288288292884827,0.0769466757774353,0.3640657067298889,-0.012139797915896366
pn,DM4,VM6l,12,19,1,30,500,0.06000000000000005,0.40538090467453003,0.40022003650665283,0.23269045233726504,0.23011001825332644,0.0769466757774353,0.3691297769546509,-0.012292238790429622
pn,DM4,VM6m,12,12,1,23,500,0.06000000000000005,0.4052654504776001,0.40009570121765137,0.23263272523880008,0.2300478506088257,0.0769466757774353,0.3689984083175659,-0.012286432730199692
pn,DM4,VM6v,12,18,0,30,500,0.04400000000000004,0.4286806583404541,0.42433762550354004,0.23634032917022707,0.23416881275177004,0.0769466757774353,0.39571332931518555,-0.013530521500541681
pn,DM4,VM7d,12,17,2,27,500,0.010000000000000009,0.14149713516235352,0.14150075614452362,0.07574856758117676,0.07575037807226181,0.0769466757774353,0.09683513641357422,-0.02483353518317699
pn,DM4,VM7v,12,13,0,25,500,0.010000000000000009,0.1634240746498108,0.16202139854431152,0.0867120373249054,0.08601069927215577,0.0769466757774353,0.09899049997329712,-0.0048961111944301194
pn,DM5,DM6,10,15,4,21,500,0.02400000000000002,0.17653578519821167,0.17899955809116364,0.10026789259910585,0.10149977904558183,0.09760153293609619,0.12128299474716187,-0.030511336278642887
pn,DM5,DP1l,10,25,0,35,500,0.126,0.5138970613479614,0.5147289037704468,0.3199485306739807,0.3203644518852234,0.09760153293609619,0.48404592275619507,-0.020506770271857988
pn,DM5,DP1m,10,18,0,28,500,0.026000000000000023,0.13408654928207397,0.1378752738237381,0.080043274641037,0.08193763691186906,0.09760153293609619,0.04328829050064087,-0.0025782706436174863
pn,DM5,V,10,15,0,25,500,0.04400000000000004,0.42137521505355835,0.4236733317375183,0.2326876075267792,0.23383666586875917,0.09760153293609619,0.3773621916770935,-0.016757381179822062
pn,DM5,VA1d,10,27,0,37,500,0.03200000000000003,0.27832162380218506,0.2828303873538971,0.15516081190109254,0.15741519367694856,0.09760153293609619,0.21308988332748413,-0.011571893195458927
pn,DM5,VA1v,10,35,0,45,500,0.038000000000000034,0.329318642616272,0.33529290556907654,0.183659321308136,0.18664645278453829,0.09760153293609619,0.27226507663726807,-0.013974478112331212
pn,DM5,VA2,10,11,0,21,500,0.028000000000000025,0.1292804479598999,0.13309018313884735,0.07864022397994996,0.08054509156942369,0.09760153293609619,0.037478864192962646,-0.0021419545712220156
pn,DM5,VA3,10,22,4,28,500,0.026000000000000023,0.21181952953338623,0.21382179856300354,0.11890976476669313,0.11991089928150178,0.09760153293609619,0.15391600131988525,-0.02467556705038021
pn,DM5,VA4,10,5,0,15,500,0.03600000000000003,0.207267165184021,0.20747017860412598,0.12163358259201051,0.121735089302063,0.09760153293609619,0.13133090734481812,-0.008847177218150648
pn,DM5,VA5,10,12,0,22,500,0.026000000000000023,0.2511523365974426,0.2507285177707672,0.13857616829872133,0.13836425888538362,0.09760153293609619,0.18265801668167114,-0.011279510589126573
pn,DM5,VA6,10,21,0,31,500,0.05800000000000005,0.36085301637649536,0.36345648765563965,0.2094265081882477,0.21072824382781985,0.09760153293609619,0.30973321199417114,-0.016251292261920014
pn,DM5,VA7l,10,2,0,12,500,0.05600000000000005,0.2900499701499939,0.2906690537929535,0.17302498507499697,0.17333452689647677,0.09760153293609619,0.2288380265235901,-0.014054647126918951
pn,DM5,VA7m,10,17,2,25,500,0.02400000000000002,0.22640901803970337,0.22820010781288147,0.1252045090198517,0.12610005390644075,0.09760153293609619,0.1587257981300354,-0.014426431812431417
pn,DM5,VC1,10,17,0,27,500,0.050000000000000044,0.41350364685058594,0.408197820186615,0.231751823425293,0.22909891009330752,0.09760153293609619,0.37047135829925537,-0.01841067190584056
pn,DM5,VC2,10,7,0,17,500,0.062000000000000055,0.33899807929992676,0.3345770239830017,0.2004990396499634,0.19828851199150088,0.09760153293609619,0.2858002185821533,-0.016509132771233226
pn,DM5,VC3,10,24,0,34,500,0.040000000000000036,0.34764671325683594,0.3458196222782135,0.193823356628418,0.19290981113910677,0.09760153293609619,0.29464036226272583,-0.015837830920297336
pn,DM5,VC4,10,12,0,22,500,0.028000000000000025,0.18362820148468018,0.18630091845989227,0.1058141007423401,0.10715045922994615,0.09760153293609619,0.10284054279327393,-0.0067764796200862065
pn,DM5,VC5,10,30,0,40,500,0.07799999999999996,0.5184977054595947,0.5141114592552185,0.29824885272979734,0.29605572962760923,0.09760153293609619,0.48843318223953247,-0.019865182392599934
pn,DM5,VL1,10,23,0,33,500,0.040000000000000036,0.1973457932472229,0.2057456374168396,0.11867289662361147,0.12287281870841982,0.09760153293609619,0.1177147626876831,-0.006481361089029747
pn,DM5,VL2a,10,14,0,24,500,0.05400000000000005,0.3175458312034607,0.3182923495769501,0.18577291560173037,0.18614617478847506,0.09760153293609619,0.2601777911186218,-0.014839741602152401
pn,DM5,VL2p,10,33,0,43,500,0.07999999999999996,0.4232770800590515,0.4229961633682251,0.25163854002952574,0.25149808168411253,0.09760153293609619,0.3817470669746399,-0.018812420921101136
pn,DM5,VM1,10,12,0,22,500,0.03200000000000003,0.2288634181022644,0.23140090703964233,0.13043170905113222,0.13170045351982118,0.09760153293609619,0.15553343296051025,-0.00909124631458269
pn,DM5,VM2,10,11,2,19,500,0.02400000000000002,0.18344634771347046,0.1842823177576065,0.10372317385673524,0.10414115887880326,0.09760153293609619,0.11098241806030273,-0.014305549151288233
pn,DM5,VM3,10,13,0,23,500,0.03200000000000003,0.26922857761383057,0.2693997919559479,0.1506142888069153,0.15069989597797395,0.09760153293609619,0.20366835594177246,-0.012162967513546619
pn,DM5,VM4,10,19,0,29,500,0.04400000000000004,0.2781095504760742,0.27769243717193604,0.16105477523803713,0.16084621858596804,0.09760153293609619,0.21491551399230957,-0.013431412834933099
pn,DM5,VM5d,10,21,0,31,500,0.06999999999999995,0.4507021903991699,0.4429263770580292,0.26035109519958494,0.25646318852901456,0.09760153293609619,0.4126165509223938,-0.01924388557448964
pn,DM5,VM5v,10,14,0,24,500,0.03200000000000003,0.32764947414398193,0.32586419582366943,0.17982473707199098,0.17893209791183473,0.09760153293609619,0.27131348848342896,-0.014784934893320667
pn,DM5,VM6,10,18,0,28,500,0.08199999999999996,0.4074940085411072,0.40425652265548706,0.24474700427055357,0.2431282613277435,0.09760153293609619,0.3640657067298889,-0.01863986005857754
pn,DM5,VM6l,10,19,0,29,500,0.07799999999999996,0.4120492935180664,0.4088427722454071,0.24502464675903318,0.24342138612270353,0.09760153293609619,0.3691297769546509,-0.018654384289547465
pn,DM5,VM6m,10,12,0,22,500,0.07799999999999996,0.411932110786438,0.4087243378162384,0.24496605539321897,0.24336216890811918,0.09760153293609619,0.3689984083175659,-0.01865302016445014
pn,DM5,VM6v,10,18,0,28,500,0.06799999999999995,0.4358677268028259,0.43343713879585266,0.25193386340141294,0.2507185693979263,0.09760153293609619,0.39571332931518555,-0.01882490790404745
pn,DM5,VM7d,10,17,0,27,500,0.02400000000000002,0.1788201928138733,0.18141719698905945,0.10141009640693666,0.10270859849452973,0.09760153293609619,0.09683513641357422,-0.006165218779756287
pn,DM5,VM7v,10,13,0,23,500,0.026000000000000023,0.18015152215957642,0.18147340416908264,0.10307576107978822,0.10373670208454133,0.09760153293609619,0.09899049997329712,-0.006778886206312507
pn,DM6,DP1l,15,25,1,39,500,0.118,0.5186545848846436,0.5173543095588684,0.3183272924423218,0.3176771547794342,0.12128299474716187,0.48404592275619507,-0.027967793511688654
pn,DM6,DP1m,15,18,1,32,500,0.016000000000000014,0.1475169062614441,0.1473197042942047,0.08175845313072205,0.08165985214710236,0.12128299474716187,0.04328829050064087,-0.0118042454769558
pn,DM6,V,15,15,1,29,500,0.03200000000000003,0.42599624395370483,0.42554715275764465,0.22899812197685243,0.22877357637882234,0.12128299474716187,0.3773621916770935,-0.026881325759600116
pn,DM6,VA1d,15,27,1,41,500,0.026000000000000023,0.2868630886077881,0.287973016500473,0.15643154430389405,0.15698650825023652,0.12128299474716187,0.21308988332748413,-0.021665610266577318
pn,DM6,VA1v,15,35,1,49,500,0.03200000000000003,0.33662188053131104,0.33940157294273376,0.18431094026565553,0.1857007864713669,0.12128299474716187,0.27226507663726807,-0.02390506699348549
pn,DM6,VA2,15,11,1,25,500,0.014000000000000012,0.14285939931869507,0.1426597237586975,0.07842969965934754,0.07832986187934876,0.12128299474716187,0.037478864192962646,-0.011356910732384762
pn,DM6,VA3,15,22,10,27,500,0.01200000000000001,0.1957378387451172,0.1945950984954834,0.1038689193725586,0.1032975492477417,0.12128299474716187,0.15391600131988525,-0.06079376374234613
pn,DM6,VA4,15,5,0,20,500,0.02400000000000002,0.22610223293304443,0.22302548587322235,0.12505111646652223,0.12351274293661119,0.12128299474716187,0.13133090734481812,-0.01058346341329397
pn,DM6,VA5,15,12,1,26,500,0.018000000000000016,0.26094210147857666,0.2571483552455902,0.13947105073928834,0.1375741776227951,0.12128299474716187,0.18265801668167114,-0.020845598672526222
pn,DM6,VA6,15,21,3,33,500,0.04600000000000004,0.35131943225860596,0.3511427044868469,0.198659716129303,0.19857135224342348,0.12128299474716187,0.30973321199417114,-0.04213140295941642
pn,DM6,VA7l,15,2,0,17,500,0.04200000000000004,0.30573052167892456,0.30342960357666016,0.1738652608394623,0.1727148017883301,0.12128299474716187,0.2288380265235901,-0.01663633842301593
pn,DM6,VA7m,15,17,5,27,500,0.016000000000000014,0.21020299196243286,0.20945315062999725,0.11310149598121644,0.11272657531499863,0.12128299474716187,0.1587257981300354,-0.050555060773920246
pn,DM6,VC1,15,17,0,32,500,0.04200000000000004,0.42416733503341675,0.41656383872032166,0.2330836675167084,0.22928191936016085,0.12128299474716187,0.37047135829925537,-0.022655142210417978
pn,DM6,VC2,15,7,2,20,500,0.04400000000000004,0.33808887004852295,0.3316120505332947,0.1910444350242615,0.18780602526664736,0.12128299474716187,0.2858002185821533,-0.03433163687175522
pn,DM6,VC3,15,24,1,38,500,0.028000000000000025,0.35489749908447266,0.3501449525356293,0.19144874954223634,0.18907247626781465,0.12128299474716187,0.29464036226272583,-0.025290992416802993
pn,DM6,VC4,15,12,1,26,500,0.016000000000000014,0.19567716121673584,0.19461169838905334,0.10583858060836793,0.10530584919452668,0.12128299474716187,0.10284054279327393,-0.015973567312308035
pn,DM6,VC5,15,30,1,44,500,0.07199999999999995,0.522624135017395,0.5161435008049011,0.2973120675086975,0.29407175040245054,0.12128299474716187,0.48843318223953247,-0.027853402893402546
