variant,glom_a,glom_b,n_a,n_b,n_overlap,n_union,N,D_set,D_mag_sum,D_mag_mean,importance_sum,importance_mean,D_mag_sum_a,D_mag_sum_b,synergy
pn,DA1,DM4,35,12,1,46,500,0.03200000000000003,0.35864245891571045,0.3550947308540344,0.19532122945785524,0.19354736542701723,0.32658910751342773,0.0769466757774353,-0.019763378206874904
pn,DA1,DM5,35,10,0,45,500,0.04400000000000004,0.37565863132476807,0.3742067813873291,0.20982931566238405,0.20910339069366457,0.32658910751342773,0.09760153293609619,-0.016656411591213782
pn,DA1,DM6,35,15,1,49,500,0.03600000000000003,0.38242673873901367,0.378173828125,0.20921336936950685,0.20708691406250002,0.32658910751342773,0.12128299474716187,-0.02583565851054459
pn,DA1,DP1l,35,25,2,58,500,0.134,0.5824356079101562,0.5791066288948059,0.35821780395507813,0.35655331444740296,0.32658910751342773,0.48404592275619507,-0.07011529645100723
pn,DA1,DP1m,35,18,2,51,500,0.03600000000000003,0.3320387005805969,0.32819584012031555,0.18401935029029848,0.1820979200601578,0.32658910751342773,0.04328829050064087,-0.023701213273085386
pn,DA1,V,35,15,2,48,500,0.04400000000000004,0.5212801694869995,0.5181724429130554,0.2826400847434998,0.28108622145652773,0.32658910751342773,0.3773621916770935,-0.05942874831438871
pn,DA1,VA1d,35,27,3,59,500,0.03200000000000003,0.40699130296707153,0.40550559759140015,0.21949565148353578,0.2187527987957001,0.32658910751342773,0.21308988332748413,-0.06309485305777685
pn,DA1,VA1v,35,35,3,67,500,0.04200000000000004,0.44260352849960327,0.4426904320716858,0.24230176424980165,0.24234521603584291,0.32658910751342773,0.27226507663726807,-0.06733184726505215
pn,DA1,VA2,35,11,2,44,500,0.03400000000000003,0.3292064070701599,0.3253459334373474,0.18160320353507997,0.17967296671867372,0.32658910751342773,0.037478864192962646,-0.022621375828833834
pn,DA1,VA3,35,22,2,55,500,0.03400000000000003,0.3904091715812683,0.3858931362628937,0.21220458579063417,0.20994656813144685,0.32658910751342773,0.15391600131988525,-0.03982864774894779
pn,DA1,VA4,35,5,1,39,500,0.04600000000000004,0.38083261251449585,0.3749767541885376,0.21341630625724795,0.21048837709426882,0.32658910751342773,0.13133090734481812,-0.03419615852507718
pn,DA1,VA5,35,12,1,46,500,0.040000000000000036,0.4131166338920593,0.4068085551261902,0.22655831694602968,0.2234042775630951,0.32658910751342773,0.18265801668167114,-0.03647637165479978
pn,DA1,VA6,35,21,2,54,500,0.06000000000000005,0.47677332162857056,0.47361961007118225,0.2683866608142853,0.26680980503559115,0.32658910751342773,0.30973321199417114,-0.058393504606584656
pn,DA1,VA7l,35,2,0,37,500,0.06399999999999995,0.44065988063812256,0.4357006549835205,0.25232994031906125,0.24985032749176023,0.32658910751342773,0.2288380265235901,-0.04003124655142187
pn,DA1,VA7m,35,17,9,43,500,0.038000000000000034,0.3732934594154358,0.3681415617465973,0.2056467297077179,0.20307078087329866,0.32658910751342773,0.1587257981300354,-0.060183329477382586
pn,DA1,VC1,35,17,0,52,500,0.06399999999999995,0.5218491554260254,0.5128747820854187,0.29292457771301267,0.2884373910427093,0.32658910751342773,0.37047135829925537,-0.054219400120416594
pn,DA1,VC2,35,7,0,42,500,0.07199999999999995,0.4714590311050415,0.4628450572490692,0.27172951555252073,0.2674225286245346,0.32658910751342773,0.2858002185821533,-0.04759105667665153
pn,DA1,VC3,35,24,1,58,500,0.04400000000000004,0.47539788484573364,0.468569278717041,0.25969894242286684,0.2562846393585205,0.32658910751342773,0.29464036226272583,-0.04960525198160326
pn,DA1,VC4,35,12,1,46,500,0.04200000000000004,0.37209779024124146,0.3677811026573181,0.20704889512062075,0.20489055132865908,0.32658910751342773,0.10284054279327393,-0.0237452589784084
pn,DA1,VC5,35,30,2,63,500,0.09599999999999997,0.5873422622680664,0.5795274972915649,0.3416711311340332,0.33776374864578246,0.32658910751342773,0.48843318223953247,-0.06816307041734149
pn,DA1,VL1,35,23,0,58,500,0.03600000000000003,0.3875104784965515,0.3878316581249237,0.21175523924827577,0.21191582906246187,0.32658910751342773,0.1177147626876831,-0.018349032417233957
pn,DA1,VL2a,35,14,3,46,500,0.06399999999999995,0.4410974383354187,0.436183363199234,0.2525487191677093,0.250091681599617,0.32658910751342773,0.2601777911186218,-0.06069822770038513
pn,DA1,VL2p,35,33,2,66,500,0.09999999999999998,0.5180963277816772,0.5131227970123291,0.3090481638908386,0.30656139850616454,0.32658910751342773,0.3817470669746399,-0.06556541280727401
pn,DA1,VM1,35,12,2,45,500,0.03200000000000003,0.391460657119751,0.38728150725364685,0.2117303285598755,0.20964075362682344,0.32658910751342773,0.15553343296051025,-0.039866358295114424
pn,DA1,VM2,35,11,0,46,500,0.040000000000000036,0.3809340000152588,0.3753284811973572,0.2104670000076294,0.2076642405986786,0.32658910751342773,0.11098241806030273,-0.020391876694475286
pn,DA1,VM3,35,13,1,47,500,0.04200000000000004,0.4249386787414551,0.4192109704017639,0.23346933937072756,0.23060548520088198,0.32658910751342773,0.20366835594177246,-0.03880291811799452
pn,DA1,VM4,35,19,0,54,500,0.052000000000000046,0.43318837881088257,0.4273391366004944,0.2425941894054413,0.23966956830024722,0.32658910751342773,0.21491551399230957,-0.03812717678931676
pn,DA1,VM5d,35,21,0,56,500,0.07799999999999996,0.5473384857177734,0.5365539789199829,0.3126692428588867,0.30727698945999143,0.32658910751342773,0.4126165509223938,-0.0571111016070347
pn,DA1,VM5v,35,14,1,48,500,0.04400000000000004,0.46292734146118164,0.45601996779441833,0.25346367073059084,0.2500099838972092,0.32658910751342773,0.27131348848342896,-0.04636722447551733
pn,DA1,VM6,35,18,1,52,500,0.08599999999999997,0.5104741454124451,0.5031723380088806,0.2982370727062225,0.2945861690044403,0.32658910751342773,0.3640657067298889,-0.06128077459371184
pn,DA1,VM6l,35,19,2,52,500,0.08599999999999997,0.5101997256278992,0.502729594707489,0.29809986281394957,0.2943647973537445,0.32658910751342773,0.3691297769546509,-0.06496539442792937
pn,DA1,VM6m,35,12,2,45,500,0.08599999999999997,0.5101144313812256,0.5026428699493408,0.2980572156906128,0.2943214349746704,0.32658910751342773,0.3689984083175659,-0.06496222360345882
pn,DA1,VM6v,35,18,2,51,500,0.07799999999999996,0.5277013778686523,0.5209978222846985,0.30285068893432615,0.2994989111423492,0.32658910751342773,0.39571332931518555,-0.06536539590774737
pn,DA1,VM7d,35,17,0,52,500,0.038000000000000034,0.37502509355545044,0.37078607082366943,0.20651254677772524,0.20439303541183473,0.32658910751342773,0.09683513641357422,-0.016773849594301282
pn,DA1,VM7v,35,13,0,48,500,0.040000000000000036,0.37477290630340576,0.36962297558784485,0.2073864531517029,0.20481148779392244,0.32658910751342773,0.09899049997329712,-0.018477482144731994
pn,DA2,DA3,19,6,0,25,500,0.02200000000000002,0.2077351212501526,0.20742978155612946,0.1148675606250763,0.11471489077806474,0.18073534965515137,0.040866732597351074,-0.006480897797104035
pn,DA2,DA4l,19,2,0,21,500,0.018000000000000016,0.19114238023757935,0.19055458903312683,0.10457119011878968,0.10427729451656342,0.18073534965515137,0.015947282314300537,-0.0026580140867480395
pn,DA2,DA4m,19,22,2,39,500,0.02200000000000002,0.2915719151496887,0.2885999083518982,0.15678595757484437,0.1552999541759491,0.18073534965515137,0.16861408948898315,-0.027302997573869447
pn,DA2,DC1,19,13,1,31,500,0.050000000000000044,0.4049208164215088,0.407128244638443,0.22746040821075442,0.22856412231922152,0.18073534965515137,0.3145747780799866,-0.03353452880465113
pn,DA2,DC2,19,8,0,27,500,0.020000000000000018,0.26516324281692505,0.2633465528488159,0.14258162140846253,0.14167327642440797,0.18073534965515137,0.12204515933990479,-0.01555939163111475
pn,DA2,DC3,19,16,1,34,500,0.02200000000000002,0.3230929970741272,0.32085347175598145,0.1725464985370636,0.17142673587799073,0.18073534965515137,0.20079976320266724,-0.022150500370585746
pn,DA2,DC4,19,22,0,41,500,0.03600000000000003,0.29531675577163696,0.29565489292144775,0.1656583778858185,0.1658274464607239,0.18073534965515137,0.16771501302719116,-0.022821575388817905
pn,DA2,DL1,19,7,0,26,500,0.02200000000000002,0.20471346378326416,0.20453263819217682,0.11335673189163209,0.11326631909608842,0.18073534965515137,0.0364496111869812,-0.005883763836195044
pn,DA2,DL2d,19,31,0,50,500,0.134,0.6319295167922974,0.6283606886863708,0.3829647583961487,0.38118034434318543,0.18073534965515137,0.5894016027450562,-0.03168173084847581
pn,DA2,DL2v,19,20,0,39,500,0.07199999999999995,0.5270906090736389,0.5226575136184692,0.29954530453681943,0.2973287568092346,0.18073534965515137,0.4617558717727661,-0.03194500341410844
pn,DA2,DL3,19,15,0,34,500,0.02200000000000002,0.2208685278892517,0.2206292748451233,0.12143426394462586,0.12131463742256166,0.18073534965515137,0.05870354175567627,-0.007960558376367999
pn,DA2,DL4,19,5,0,24,500,0.018000000000000016,0.2016606330871582,0.20088212192058563,0.10983031654357911,0.10944106096029282,0.18073534965515137,0.030820488929748535,-0.004324853654480876
pn,DA2,DL5,19,7,0,26,500,0.04200000000000004,0.4201310873031616,0.4172523021697998,0.23106554365158083,0.22962615108489992,0.18073534965515137,0.32710856199264526,-0.02859274401770051
pn,DA2,DM1,19,12,0,31,500,0.026000000000000023,0.26857662200927734,0.27029645442962646,0.14728831100463868,0.14814822721481324,0.18073534965515137,0.12427210807800293,-0.013970472818016333
pn,DA2,DM2,19,10,0,29,500,0.028000000000000025,0.26822352409362793,0.2694544494152069,0.14811176204681398,0.14872722470760347,0.18073534965515137,0.12271720170974731,-0.013049690911557832
pn,DA2,DM3,19,1,0,20,500,0.020000000000000018,0.19470888376235962,0.19433031976222992,0.10735444188117982,0.10716515988111497,0.18073534965515137,0.021302461624145508,-0.003478819666781874
pn,DA2,DM4,19,12,1,30,500,0.02400000000000002,0.23296821117401123,0.23280328512191772,0.12848410558700563,0.12840164256095887,0.18073534965515137,0.0769466757774353,-0.010806829907139104
pn,DA2,DM5,19,10,0,29,500,0.028000000000000025,0.2503581643104553,0.25277960300445557,0.13917908215522767,0.1403898015022278,0.18073534965515137,0.09760153293609619,-0.010338671098708119
pn,DA2,DM6,19,15,0,34,500,0.020000000000000018,0.26585882902145386,0.26502692699432373,0.14292941451072694,0.14251346349716187,0.18073534965515137,0.12128299474716187,-0.014239390918007189
pn,DA2,DP1l,19,25,0,44,500,0.10799999999999998,0.5455524921417236,0.5445376038551331,0.3267762460708618,0.3262688019275665,0.18073534965515137,0.48404592275619507,-0.0317445711711315
pn,DA2,DP1m,19,18,0,37,500,0.020000000000000018,0.2113422155380249,0.21127863228321075,0.11567110776901246,0.11563931614160539,0.18073534965515137,0.04328829050064087,-0.004857700298160239
pn,DA2,V,19,15,5,29,500,0.038000000000000034,0.45117372274398804,0.4499775469303131,0.24458686137199404,0.24398877346515657,0.18073534965515137,0.3773621916770935,-0.03872113092886309
pn,DA2,VA1d,19,27,7,39,500,0.026000000000000023,0.28249114751815796,0.28292301297187805,0.154245573759079,0.15446150648593904,0.18073534965515137,0.21308988332748413,-0.07282121089330928
pn,DA2,VA1v,19,35,8,46,500,0.030000000000000027,0.330859899520874,0.33249127864837646,0.18042994976043703,0.18124563932418825,0.18073534965515137,0.27226507663726807,-0.07293260294662218
pn,DA2,VA2,19,11,0,30,500,0.020000000000000018,0.20726418495178223,0.2071971446275711,0.11363209247589112,0.11359857231378556,0.18073534965515137,0.037478864192962646,-0.004176273271738751
pn,DA2,VA3,19,22,1,40,500,0.020000000000000018,0.2816506624221802,0.2804620862007141,0.1508253312110901,0.15023104310035706,0.18073534965515137,0.15391600131988525,-0.025182626236784245
pn,DA2,VA4,19,5,0,24,500,0.016000000000000014,0.27479857206344604,0.2718105614185333,0.14539928603172303,0.14390528070926667,0.18073534965515137,0.13133090734481812,-0.013531547477029449
pn,DA2,VA5,19,12,6,25,500,0.018000000000000016,0.249597430229187,0.24779579043388367,0.1337987151145935,0.13289789521694184,0.18073534965515137,0.18265801668167114,-0.08078317559535719
pn,DA2,VA6,19,21,4,36,500,0.04200000000000004,0.40222907066345215,0.40189820528030396,0.2221145353317261,0.221949102640152,0.18073534965515137,0.30973321199417114,-0.03225975061629072
pn,DA2,VA7l,19,2,0,21,500,0.03600000000000003,0.3467324376106262,0.3445100784301758,0.19136621880531313,0.1902550392150879,0.18073534965515137,0.2288380265235901,-0.021481817829979377
pn,DA2,VA7m,19,17,1,35,500,0.020000000000000018,0.2842820882797241,0.2828153669834137,0.15214104413986207,0.15140768349170686,0.18073534965515137,0.1587257981300354,-0.026491696881137727
pn,DA2,VC1,19,17,1,35,500,0.03400000000000003,0.4529038071632385,0.44556716084480286,0.24345190358161928,0.23978358042240144,0.18073534965515137,0.37047135829925537,-0.03134563031173343
pn,DA2,VC2,19,7,0,26,500,0.040000000000000036,0.38969433307647705,0.38301020860671997,0.21484716653823854,0.21150510430336,0.18073534965515137,0.2858002185821533,-0.025187032723863467
pn,DA2,VC3,19,24,0,43,500,0.020000000000000018,0.3936435580253601,0.38925525546073914,0.20682177901268006,0.20462762773036958,0.18073534965515137,0.29464036226272583,-0.02848022499644287
pn,DA2,VC4,19,12,0,31,500,0.02200000000000002,0.2537195682525635,0.25279873609542847,0.13785978412628175,0.13739936804771424,0.18073534965515137,0.10284054279327393,-0.011269402735393896
pn,DA2,VC5,19,30,0,49,500,0.05800000000000005,0.5474185943603516,0.5413665771484375,0.3027092971801758,0.2996832885742188,0.18073534965515137,0.48843318223953247,-0.033472795559092106
pn,DA2,VL1,19,23,5,37,500,0.03600000000000003,0.25345975160598755,0.25657960772514343,0.1447298758029938,0.14628980386257173,0.18073534965515137,0.1177147626876831,-0.023715141942915352
pn,DA2,VL2a,19,14,0,33,500,0.03600000000000003,0.36997783184051514,0.36795464158058167,0.20298891592025758,0.20197732079029085,0.18073534965515137,0.2601777911186218,-0.023911984882929005
pn,DA2,VL2p,19,33,1,51,500,0.06000000000000005,0.4623154401779175,0.45973655581474304,0.26115772008895877,0.25986827790737155,0.18073534965515137,0.3817470669746399,-0.03117178682238375
pn,DA2,VM1,19,12,0,31,500,0.028000000000000025,0.2903209924697876,0.2894417941570282,0.1591604962348938,0.1587208970785141,0.18073534965515137,0.15553343296051025,-0.017837400756690158
pn,DA2,VM2,19,11,0,30,500,0.014000000000000012,0.25954359769821167,0.25688445568084717,0.13677179884910584,0.1354422278404236,0.18073534965515137,0.11098241806030273,-0.012115723883539431
pn,DA2,VM3,19,13,0,32,500,0.026000000000000023,0.32615500688552856,0.32332709431648254,0.1760775034427643,0.17466354715824128,0.18073534965515137,0.20366835594177246,-0.021438627186569192
pn,DA2,VM4,19,19,0,38,500,0.026000000000000023,0.33532577753067017,0.3320447504520416,0.1806628887653351,0.17902237522602082,0.18073534965515137,0.21491551399230957,-0.021482255549074125
pn,DA2,VM5d,19,21,0,40,500,0.04600000000000004,0.4870606064796448,0.47759631276130676,0.2665303032398224,0.2617981563806534,0.18073534965515137,0.4126165509223938,-0.03171689749343898
pn,DA2,VM5v,19,14,0,33,500,0.02200000000000002,0.37617796659469604,0.37168455123901367,0.19908898329734803,0.19684227561950685,0.18073534965515137,0.27131348848342896,-0.02683493333667286
pn,DA2,VM6,19,18,0,37,500,0.050000000000000044,0.4502573013305664,0.4449567496776581,0.2501286506652832,0.24747837483882906,0.18073534965515137,0.3640657067298889,-0.02874421225119761
pn,DA2,VM6l,19,19,0,38,500,0.050000000000000044,0.4541284441947937,0.4488663971424103,0.2520642220973969,0.24943319857120516,0.18073534965515137,0.3691297769546509,-0.029021883108981683
pn,DA2,VM6m,19,12,0,31,500,0.050000000000000044,0.4540332555770874,0.44877004623413086,0.2520166277885437,0.24938502311706545,0.18073534965515137,0.3689984083175659,-0.029009446046160292
pn,DA2,VM6v,19,18,0,37,500,0.04200000000000004,0.4736101031303406,0.4690820872783661,0.2578050515651703,0.25554104363918306,0.18073534965515137,0.39571332931518555,-0.03131918890301222
pn,DA2,VM7d,19,17,0,36,500,0.016000000000000014,0.24839836359024048,0.2474232167005539,0.13219918179512025,0.13171160835027695,0.18073534965515137,0.09683513641357422,-0.01167059023987349
pn,DA2,VM7v,19,13,0,32,500,0.016000000000000014,0.25085628032684326,0.24876314401626587,0.13342814016342164,0.13238157200813294,0.18073534965515137,0.09899049997329712,-0.010978486676393118
pn,DA3,DA4l,6,2,0,8,500,0.010000000000000009,0.05530238151550293,0.05551197752356529,0.03265119075775147,0.03275598876178265,0.040866732597351074,0.015947282314300537,-0.0008599200741556956
pn,DA3,DA4m,6,22,3,25,500,0.016000000000000014,0.19473785161972046,0.19237568974494934,0.10536892580986024,0.10418784487247468,0.040866732597351074,0.16861408948898315,-0.00785226355932167
pn,DA3,DC1,6,13,0,19,500,0.04400000000000004,0.33438944816589355,0.33746838569641113,0.1891947240829468,0.19073419284820559,0.040866732597351074,0.3145747780799866,-0.008196419173778224
pn,DA3,DC2,6,8,0,14,500,0.010000000000000009,0.15367937088012695,0.15240605175495148,0.08183968544006348,0.08120302587747574,0.040866732597351074,0.12204515933990479,-0.0042449341655839135
pn,DA3,DC3,6,16,3,19,500,0.016000000000000014,0.20453816652297974,0.20232819020748138,0.11026908326148988,0.1091640951037407,0.040866732597351074,0.20079976320266724,-0.028922299048623756
pn,DA3,DC4,6,22,0,28,500,0.028000000000000025,0.1947880983352661,0.19601772725582123,0.11139404916763307,0.11200886362791063,0.040866732597351074,0.16771501302719116,-0.00693968269933265
pn,DA3,DL1,6,7,0,13,500,0.01200000000000001,0.07391643524169922,0.0745934322476387,0.042958217620849615,0.043296716123819357,0.040866732597351074,0.0364496111869812,-0.0019103320289772796
pn,DA3,DL2d,6,31,0,37,500,0.14200000000000002,0.5996620059013367,0.5959818959236145,0.37083100295066834,0.36899094796180726,0.040866732597351074,0.5894016027450562,-0.006519411749238202
pn,DA3,DL2v,6,20,0,26,500,0.08199999999999996,0.4769914746284485,0.47246429324150085,0.2794957373142242,0.2772321466207504,0.040866732597351074,0.4617558717727661,-0.0067606760046743375
pn,DA3,DL3,6,15,3,18,500,0.0040000000000000036,0.06395190954208374,0.06413088738918304,0.03397595477104187,0.034065443694591524,0.040866732597351074,0.05870354175567627,-0.03321934286749695
pn,DA3,DL4,6,5,0,11,500,0.006000000000000005,0.06921964883804321,0.06919123977422714,0.03760982441902161,0.037595619887113574,0.040866732597351074,0.030820488929748535,-0.001208040009444744
pn,DA3,DL5,6,7,0,13,500,0.040000000000000036,0.34827762842178345,0.3455870747566223,0.19413881421089174,0.19279353737831117,0.040866732597351074,0.32710856199264526,-0.00632980803495542
pn,DA3,DM1,6,12,0,18,500,0.02200000000000002,0.1562933325767517,0.15903924405574799,0.08914666628837586,0.090519622027874,0.040866732597351074,0.12427210807800293,-0.003766913088469437
pn,DA3,DM2,6,10,0,16,500,0.018000000000000016,0.15535753965377808,0.15752258896827698,0.08667876982688905,0.0877612944841385,0.040866732597351074,0.12271720170974731,-0.003211343585952875
pn,DA3,DM3,6,1,0,7,500,0.010000000000000009,0.06016874313354492,0.06062338873744011,0.035084371566772465,0.03531169436872006,0.040866732597351074,0.021302461624145508,-0.0011298890850923726
pn,DA3,DM4,6,12,0,18,500,0.016000000000000014,0.11148130893707275,0.11216948181390762,0.06374065446853638,0.06408474090695382,0.040866732597351074,0.0769466757774353,-0.0031875402144621034
pn,DA3,DM5,6,10,0,16,500,0.02200000000000002,0.13196325302124023,0.135534405708313,0.07698162651062013,0.0787672028541565,0.040866732597351074,0.09760153293609619,-0.0025163567646160345
pn,DA3,DM6,6,15,0,21,500,0.01200000000000001,0.15340960025787354,0.15324151515960693,0.08270480012893677,0.08262075757980347,0.040866732597351074,0.12128299474716187,-0.0037836873717012054
pn,DA3,DP1l,6,25,0,31,500,0.11399999999999999,0.49868494272232056,0.4978446066379547,0.3063424713611603,0.30592230331897735,0.040866732597351074,0.48404592275619507,-0.006446337341110109
pn,DA3,DP1m,6,18,0,24,500,0.010000000000000009,0.08103764057159424,0.08182071149349213,0.045518820285797124,0.04591035574674607,0.040866732597351074,0.04328829050064087,-0.001348331533911562
pn,DA3,V,6,15,0,21,500,0.03400000000000003,0.3935048580169678,0.3936890959739685,0.2137524290084839,0.21384454798698427,0.040866732597351074,0.3773621916770935,-0.009302506477858685
pn,DA3,VA1d,6,27,5,28,500,0.02200000000000002,0.21668994426727295,0.21835006773471832,0.11934497213363648,0.12017503386735917,0.040866732597351074,0.21308988332748413,-0.028558384376417223
pn,DA3,VA1v,6,35,5,36,500,0.026000000000000023,0.2753564119338989,0.278788685798645,0.15067820596694947,0.15239434289932252,0.040866732597351074,0.27226507663726807,-0.026648813218187684
pn,DA3,VA2,6,11,0,17,500,0.010000000000000009,0.07561463117599487,0.076400525867939,0.04280731558799744,0.0432002629339695,0.040866732597351074,0.037478864192962646,-0.0011993268932926071
pn,DA3,VA3,6,22,0,28,500,0.01200000000000001,0.18394148349761963,0.18331164121627808,0.09797074174880982,0.09765582060813904,0.040866732597351074,0.15391600131988525,-0.0045512063512234135
pn,DA3,VA4,6,5,0,11,500,0.014000000000000012,0.16391998529434204,0.16123567521572113,0.08895999264717103,0.08761783760786057,0.040866732597351074,0.13133090734481812,-0.0029105895755989764
pn,DA3,VA5,6,12,0,18,500,0.010000000000000009,0.21110916137695312,0.2079032063484192,0.11055458068847657,0.1089516031742096,0.040866732597351074,0.18265801668167114,-0.004950951577576745
pn,DA3,VA6,6,21,3,24,500,0.04200000000000004,0.3124997615814209,0.3125314712524414,0.17724988079071047,0.17726573562622072,0.040866732597351074,0.30973321199417114,-0.025442398659016874
pn,DA3,VA7l,6,2,0,8,500,0.040000000000000036,0.2558935880661011,0.2539818584918976,0.14794679403305055,0.1469909292459488,0.040866732597351074,0.2288380265235901,-0.004459308616794999
pn,DA3,VA7m,6,17,0,23,500,0.01200000000000001,0.1879468560218811,0.18702609837055206,0.09997342801094056,0.09951304918527604,0.040866732597351074,0.1587257981300354,-0.005159069957024087
pn,DA3,VC1,6,17,0,23,500,0.040000000000000036,0.3891104459762573,0.3814886510372162,0.21455522298812868,0.2107443255186081,0.040866732597351074,0.37047135829925537,-0.007087690985756012
pn,DA3,VC2,6,7,0,13,500,0.04400000000000004,0.309786856174469,0.30282658338546753,0.17689342808723452,0.17341329169273378,0.040866732597351074,0.2858002185821533,-0.005200373895974053
pn,DA3,VC3,6,24,0,30,500,0.018000000000000016,0.3165513873100281,0.31224602460861206,0.16727569365501405,0.16512301230430604,0.040866732597351074,0.29464036226272583,-0.006914718653071361
pn,DA3,VC4,6,12,0,18,500,0.010000000000000009,0.1367858648300171,0.13655570149421692,0.07339293241500855,0.07327785074710846,0.040866732597351074,0.10284054279327393,-0.0027186535981087445
pn,DA3,VC5,6,30,0,36,500,0.06399999999999995,0.5019680857658386,0.49571070075035095,0.2829840428829193,0.27985535037517545,0.040866732597351074,0.48843318223953247,-0.0073711608207887025
pn,DA3,VL1,6,23,0,29,500,0.038000000000000034,0.14807546138763428,0.1537848860025406,0.09303773069381716,0.09589244300127031,0.040866732597351074,0.1177147626876831,-0.005695416167881717
pn,DA3,VL2a,6,14,0,20,500,0.03600000000000003,0.28513944149017334,0.2834409177303314,0.16056972074508669,0.15972045886516573,0.040866732597351074,0.2601777911186218,-0.005272466008385379
pn,DA3,VL2p,6,33,0,39,500,0.06599999999999995,0.40090811252593994,0.3985607922077179,0.23345405626296994,0.23228039610385892,0.040866732597351074,0.3817470669746399,-0.006104931740175346
pn,DA3,VM1,6,12,0,18,500,0.018000000000000016,0.18524307012557983,0.18501369655132294,0.10162153506278992,0.10150684827566148,0.040866732597351074,0.15553343296051025,-0.004800952217536292
pn,DA3,VM2,6,11,0,17,500,0.008000000000000007,0.14448684453964233,0.14222365617752075,0.07624342226982117,0.07511182808876038,0.040866732597351074,0.11098241806030273,-0.0028268173161336563
pn,DA3,VM3,6,13,0,19,500,0.014000000000000012,0.23093032836914062,0.22842051088809967,0.12246516418457032,0.12121025544404984,0.040866732597351074,0.20366835594177246,-0.005281499929168376
pn,DA3,VM4,6,19,0,25,500,0.020000000000000018,0.24225783348083496,0.23918861150741577,0.1311289167404175,0.1295943057537079,0.040866732597351074,0.21491551399230957,-0.004741518267479705
pn,DA3,VM5d,6,21,0,27,500,0.050000000000000044,0.4296947717666626,0.4196968972682953,0.23984738588333132,0.23484844863414767,0.040866732597351074,0.4126165509223938,-0.006926221501295515
pn,DA3,VM5v,6,14,0,20,500,0.014000000000000012,0.29449647665023804,0.2901230454444885,0.15424823832511902,0.15206152272224427,0.040866732597351074,0.27131348848342896,-0.006596048646635211
pn,DA3,VM6,6,18,0,24,500,0.06000000000000005,0.3841465711593628,0.3786921799182892,0.22207328557968142,0.21934608995914462,0.040866732597351074,0.3640657067298889,-0.0059076922830811895
pn,DA3,VM6l,6,19,0,25,500,0.05800000000000005,0.38886332511901855,0.3834519684314728,0.2234316625595093,0.22072598421573641,0.040866732597351074,0.3691297769546509,-0.006048056544457836
pn,DA3,VM6m,6,12,0,18,500,0.05800000000000005,0.3887419104576111,0.383328914642334,0.22337095522880557,0.22066445732116702,0.040866732597351074,0.3689984083175659,-0.006043471175743775
pn,DA3,VM6v,6,18,0,24,500,0.04600000000000004,0.41346049308776855,0.4088979959487915,0.2297302465438843,0.22744899797439577,0.040866732597351074,0.39571332931518555,-0.006948058010436853
pn,DA3,VM7d,6,17,0,23,500,0.008000000000000007,0.13064992427825928,0.1303492933511734,0.06932496213912964,0.0691746466755867,0.040866732597351074,0.09683513641357422,-0.003094609106824464
pn,DA3,VM7v,6,13,0,19,500,0.006000000000000005,0.1332836151123047,0.13166631758213043,0.06964180755615235,0.06883315879106522,0.040866732597351074,0.09899049997329712,-0.002528199166256684
pn,DA4l,DA4m,2,22,0,24,500,0.018000000000000016,0.1802440881729126,0.177385613322258,0.0991220440864563,0.097692806661129,0.015947282314300537,0.16861408948898315,-0.0016283471431215446
pn,DA4l,DC1,2,13,0,15,500,0.04400000000000004,0.32218968868255615,0.3250785171985626,0.1830948443412781,0.18453925859928133,0.015947282314300537,0.3145747780799866,-0.003315758916730971
pn,DA4l,DC2,2,8,0,10,500,0.008000000000000007,0.1342504620552063,0.13263559341430664,0.07112523102760315,0.07031779670715332,0.015947282314300537,0.12204515933990479,-0.0017956909879117688
pn,DA4l,DC3,2,16,0,18,500,0.016000000000000014,0.211337149143219,0.2092183381319046,0.1136685745716095,0.11260916906595231,0.015947282314300537,0.20079976320266724,-0.0022076858613111483
pn,DA4l,DC4,2,22,0,24,500,0.028000000000000025,0.17809045314788818,0.1790754497051239,0.1030452265739441,0.10353772485256196,0.015947282314300537,0.16771501302719116,-0.002897243532512306
pn,DA4l,DL1,2,7,1,8,500,0.006000000000000005,0.03720015287399292,0.0376439206302166,0.021600076436996463,0.021821960315108302,0.015947282314300537,0.0364496111869812,-0.014615468387443542
pn,DA4l,DL2d,2,31,1,32,500,0.14600000000000002,0.5895479917526245,0.585624098777771,0.36777399587631227,0.3658120493888855,0.015947282314300537,0.5894016027450562,-0.006401539551255553
pn,DA4l,DL2v,2,20,0,22,500,0.08599999999999997,0.46772289276123047,0.4628812372684479,0.2768614463806152,0.2744406186342239,0.015947282314300537,0.4617558717727661,-0.002616510078389922
pn,DA4l,DL3,2,15,0,17,500,0.008000000000000007,0.07271945476531982,0.07299427688121796,0.040359727382659916,0.04049713844060898,0.015947282314300537,0.05870354175567627,-0.0009952073514298831
pn,DA4l,DL4,2,5,1,6,500,0.0020000000000000018,0.031572163105010986,0.031276822090148926,0.016786081552505494,0.016638411045074464,0.015947282314300537,0.030820488929748535,-0.014704105101010612
pn,DA4l,DL5,2,7,0,9,500,0.04400000000000004,0.3352920413017273,0.33228057622909546,0.18964602065086367,0.18814028811454775,0.015947282314300537,0.32710856199264526,-0.002547310419696913
